species,family,order,length,length.measurement
Anoplocapros_inermis,Aracanidae,Tetraodontiformes,37,TL
Anoplogaster_cornuta,Anoplogasteridae,Beryciformes,18,TL
Anoplopoma_fimbria,Anoplopomatidae,Scorpaeniformes,120,TL
Anostomus_anostomus,Anostomidae,Characiformes,16,TL
Anotopterus_pharao,Anotopteridae,Aulopiformes,96,SL
Antennarius_avalonis,Antennariidae,Lophiiformes,33,TL
Antennarius_maculatus,Antennariidae,Lophiiformes,15,TL
Antennarius_multiocellatus,Antennariidae,Lophiiformes,20,TL
Antennarius_nummifer,Antennariidae,Lophiiformes,13,TL
Antennarius_striatus,Antennariidae,Lophiiformes,25,TL
Anthias_anthias,Serranidae,Perciformes,27,SL
Antigonia_capros,Caproidae,Perciformes,30.5,TL
Antimora_microlepis,Moridae,Gadiformes,75,TL
Antimora_rostrata,Moridae,Gadiformes,75,SL
Anyperodon_leucogrammicus,Serranidae,Perciformes,65,TL
Apeltes_quadracus,Gasterosteidae,Gasterosteiformes,6.4,TL
Aphanius_anatoliae_anatoliae,Cyprinodontidae,Cyprinodontiformes,15,TL
Aphanius_asquamatus,Cyprinodontidae,Cyprinodontiformes,4,TL
Aphanius_chantrei,Cyprinodontidae,Cyprinodontiformes,7,TL
Aphanius_danfordii,Cyprinodontidae,Cyprinodontiformes,5,TL
Aphanius_dispar_dispar,Cyprinodontidae,Cyprinodontiformes,7,TL
Aphanius_dispar_richardsoni,Cyprinodontidae,Cyprinodontiformes,7,TL
Aphanius_fasciatus,Cyprinodontidae,Cyprinodontiformes,6,TL
Aphanius_ginaonis,Cyprinodontidae,Cyprinodontiformes,7,TL
Aphanius_iberus,Cyprinodontidae,Cyprinodontiformes,5.5,TL
Aphanius_isfahanensis,Cyprinodontidae,Cyprinodontiformes,3.1,SL
Aphanius_mento,Cyprinodontidae,Cyprinodontiformes,5,TL
Aphanius_saourensis,Cyprinodontidae,Cyprinodontiformes,3.2,SL
Aphanius_sirhani,Cyprinodontidae,Cyprinodontiformes,5,TL
Aphanius_sophiae,Cyprinodontidae,Cyprinodontiformes,5,TL
Aphanius_vladykovi,Cyprinodontidae,Cyprinodontiformes,5.8,TL
Aphanopus_carbo,Trichiuridae,Perciformes,110,SL
Aphanopus_intermedius,Trichiuridae,Perciformes,100,SL
Aphanotorulus_ammophilus,Loricariidae,Siluriformes,16.1,SL
Aphareus_furca,Lutjanidae,Perciformes,70,TL
Aphia_minuta,Gobiidae,Perciformes,7.9,TL
Aphredoderus_sayanus,Aphredoderidae,Percopsiformes,14,TL
Aphyocharax_anisitsi,Characidae,Characiformes,5.5,TL
Aphyocheirodon_sp,Characidae,Characiformes,NA,NA
Aphyocypris_chinensis,Cyprinidae,Cypriniformes,6,TL
Aphyolebias_peruensis,Rivulidae,Cyprinodontiformes,10,TL
Aphyosemion_ahli,Nothobranchiidae,Cyprinodontiformes,6,TL
Aphyosemion_alpha,Nothobranchiidae,Cyprinodontiformes,43,TL
Aphyosemion_aureum,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_australe,Nothobranchiidae,Cyprinodontiformes,6,TL
Aphyosemion_bamilekorum,Nothobranchiidae,Cyprinodontiformes,4,TL
Aphyosemion_bitaeniatum,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_bivittatum,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_bualanum,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_calliurum,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_cameronense,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_campomaanense,Nothobranchiidae,Cyprinodontiformes,4.3,NULL
Aphyosemion_celiae,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_christyi,Nothobranchiidae,Cyprinodontiformes,6,TL
Aphyosemion_citrineipinnis,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_coeleste,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_cognatum,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_congicum,Nothobranchiidae,Cyprinodontiformes,4.5,TL
Aphyosemion_decorsei,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_deltaense,Nothobranchiidae,Cyprinodontiformes,8,SL
Aphyosemion_ecucuense,Nothobranchiidae,Cyprinodontiformes,2.8,SL
Aphyosemion_edeanum,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_elberti,Nothobranchiidae,Cyprinodontiformes,4,TL
Aphyosemion_elegans,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_erythron,Nothobranchiidae,Cyprinodontiformes,2.9,SL
Aphyosemion_etsamense,Nothobranchiidae,Cyprinodontiformes,3.2,SL
Aphyosemion_exigoideum,Nothobranchiidae,Cyprinodontiformes,6,TL
Aphyosemion_exiguum,Nothobranchiidae,Cyprinodontiformes,4,TL
Aphyosemion_franzwerneri,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_gabunense_gabunense,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_guineense,Nothobranchiidae,Cyprinodontiformes,7,TL
Aphyosemion_heinemanni,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_herzogi,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_kouamense,Nothobranchiidae,Cyprinodontiformes,4.2,TL
Aphyosemion_labarrei,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_lamberti,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_loennbergii,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_louessense,Nothobranchiidae,Cyprinodontiformes,4.5,TL
Aphyosemion_lugens,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_maculatum,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_malumbresi,Nothobranchiidae,Cyprinodontiformes,2.1,SL
Aphyosemion_melinoeides,Nothobranchiidae,Cyprinodontiformes,2.5,SL
Aphyosemion_mimbon,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_ocellatum,Nothobranchiidae,Cyprinodontiformes,6,TL
Aphyosemion_ogoense,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_omega,Nothobranchiidae,Cyprinodontiformes,3.1,SL
Aphyosemion_poliaki,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_primigenium,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_punctatum,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_rectogoense,Nothobranchiidae,Cyprinodontiformes,5,TL
Aphyosemion_riggenbachi,Nothobranchiidae,Cyprinodontiformes,7,TL
Aphyosemion_splendopleure,Nothobranchiidae,Cyprinodontiformes,5.5,TL
Aphyosemion_striatum,Nothobranchiidae,Cyprinodontiformes,6,TL
Aphyosemion_volcanum,Nothobranchiidae,Cyprinodontiformes,4.5,TL
Aphyosemion_wildekampi,Nothobranchiidae,Cyprinodontiformes,5,TL
Apistogramma_agassizii,Cichlidae,Perciformes,4.2,SL
Apistogramma_bitaeniata,Cichlidae,Perciformes,4.6,SL
Apistogramma_caetei,Cichlidae,Perciformes,3.6,SL
Apistogramma_hoignei,Cichlidae,Perciformes,NA,NA
Apistogramma_iniridae,Cichlidae,Perciformes,3.6,SL
Apistogramma_regani,Cichlidae,Perciformes,4.9,SL
Apistogrammoides_pucallpaensis,Cichlidae,Perciformes,2.7,SL
Apletodon_dentatus_dentatus,Gobiesocidae,Perciformes,4,SL
Apletodon_incognitus,Gobiesocidae,Perciformes,NA,NA
Aploactisoma_milesii,Aploactinidae,Scorpaeniformes,NA,NA
Aplocheilus_blockii,Aplocheilidae,Cyprinodontiformes,6,TL
Aplocheilus_lineatus,Aplocheilidae,Cyprinodontiformes,10,TL
Aplocheilus_panchax,Aplocheilidae,Cyprinodontiformes,9,TL
Aplocheilus_parvus,Aplocheilidae,Cyprinodontiformes,6.3,TL
Aplochiton_zebra,Galaxiidae,Osmeriformes,27.8,SL
Aplodactylus_arctidens,Aplodactylidae,Perciformes,65,TL
Aplodactylus_etheridgii,Aplodactylidae,Perciformes,45,TL
Aplodactylus_punctatus,Aplodactylidae,Perciformes,40,TL
Aplodactylus_westralis,Aplodactylidae,Perciformes,34.7,SL
Aplodinotus_grunniens,Sciaenidae,Perciformes,95,TL
Apodichthys_flavidus,Pholidae,Perciformes,46,TL
Apogon_apogonides,Apogonidae,Perciformes,10,TL
Apogon_atradorsatus,Apogonidae,Perciformes,8.9,SL
Apogon_aureus,Apogonidae,Perciformes,14.5,TL
Apogon_doederleini,Apogonidae,Perciformes,14,TL
Apogon_exostigma,Apogonidae,Perciformes,12,TL
Apogon_guadalupensis,Apogonidae,Perciformes,13,TL
Apogon_imberbis,Apogonidae,Perciformes,15,SL
Apogon_kallopterus,Apogonidae,Perciformes,15,TL
Apogon_maculatus,Apogonidae,Perciformes,11.1,TL
Apogon_pacificus,Apogonidae,Perciformes,10,TL
Apogon_quadrifasciatus,Apogonidae,Perciformes,13,TL
Apogon_queketti,Apogonidae,Perciformes,8,TL
Apogon_semilineatus,Apogonidae,Perciformes,12,TL
Apogon_smithi,Apogonidae,Perciformes,10,SL
Apogonichthyoides_pharaonis,Apogonidae,Perciformes,NA,NA
Apolemichthys_trimaculatus,Pomacanthidae,Perciformes,26,TL
Apolemichthys_xanthurus,Pomacanthidae,Perciformes,15,TL
Apomatoceros_alleni,Trichomycteridae,Siluriformes,14.6,SL
Aporops_sp,Serranidae,Perciformes,NA,NA
Aprion_virescens,Lutjanidae,Perciformes,112,TL
Apsilus_fuscus,Lutjanidae,Perciformes,75,TL
Apteronotus_albifrons,Apteronotidae,Gymnotiformes,50,TL
Apteronotus_leptorhynchus,Apteronotidae,Gymnotiformes,26.9,TL
Aptocyclus_ventricosus,Cyclopteridae,Scorpaeniformes,41,TL
Aracana_ornata,Aracanidae,Tetraodontiformes,15,TL
Arapaima_gigas,Osteoglossidae,Osteoglossiformes,450,TL
Archamia_biguttata,Apogonidae,Perciformes,11,TL
Archamia_fucata,Apogonidae,Perciformes,10,TL
Archocentrus_centrarchus,Cichlidae,Perciformes,11,TL
Archocentrus_multispinosus,Cichlidae,Perciformes,17,TL
Archocentrus_spinosissimus,Cichlidae,Perciformes,11,SL
Archolaemus_blax,Eigenmanniidae,Gymnotiformes,43.5,TL
Archoplites_interruptus,Centrarchidae,Perciformes,73,TL
Archosargus_probatocephalus,Sparidae,Perciformes,91,TL
Arctogadus_borisovi,Gadidae,Gadiformes,55.6,TL
Arctoscopus_japonicus,Trichodontidae,Perciformes,30,TL
Argentina_sialis,Argentinidae,Osmeriformes,22,TL
Argentina_silus,Argentinidae,Osmeriformes,70,SL
Argentina_sphyraena,Argentinidae,Osmeriformes,35,SL
Argentina_striata,Argentinidae,Osmeriformes,24,TL
Argyropelecus_aculeatus,Sternoptychidae,Stomiiformes,8.3,SL
Argyropelecus_affinis,Sternoptychidae,Stomiiformes,8.4,SL
Argyropelecus_gigas,Sternoptychidae,Stomiiformes,12,SL
Argyropelecus_sladeni,Sternoptychidae,Stomiiformes,7,TL
Argyrops_bleekeri,Sparidae,Perciformes,40,TL
Argyrops_spinifer,Sparidae,Perciformes,70,TL
Argyrosomus_regius,Sciaenidae,Perciformes,230,TL
Argyrozona_argyrozona,Sparidae,Perciformes,90,TL
Ariomma_bondi,Ariommatidae,Perciformes,30,TL
Ariomma_brevimanum,Ariommatidae,Perciformes,80,TL
Ariomma_indicum,Ariommatidae,Perciformes,25,SL
Ariomma_luridum,Ariommatidae,Perciformes,35,SL
Ariopsis_bonillai,Ariidae,Siluriformes,80,TL
Ariopsis_felis,Ariidae,Siluriformes,70,TL
Ariosoma_major,Congridae,Anguilliformes,53,TL
Aristochromis_christyi,Cichlidae,Perciformes,30,TL
Aristostomias_polydactylus,Stomiidae,Stomiiformes,22,TL
Aristostomias_scintillans,Stomiidae,Stomiiformes,23,TL
Aristostomias_tittmanni,Stomiidae,Stomiiformes,21.5,SL
Arius_arius,Ariidae,Siluriformes,40,SL
Arius_gagora,Ariidae,Siluriformes,91.4,SL
Arius_heudelotii,Ariidae,Siluriformes,83,TL
Arius_latiscutatus,Ariidae,Siluriformes,70,TL
Arius_leptonotacanthus,Ariidae,Siluriformes,21.1,TL
Arius_macrorhynchus,Ariidae,Siluriformes,50,SL
Arius_maculatus,Ariidae,Siluriformes,80,TL
Arius_madagascariensis,Ariidae,Siluriformes,70,SL
Arius_oetik,Ariidae,Siluriformes,22.5,TL
Arius_parkii,Ariidae,Siluriformes,75,TL
Arius_subrostratus,Ariidae,Siluriformes,39.5,NG
Arnoglossus_imperialis,Bothidae,Pleuronectiformes,25,TL
Arnoglossus_laterna,Bothidae,Pleuronectiformes,25,SL
Arnoglossus_thori,Bothidae,Pleuronectiformes,18,SL
Arnoldichthys_spilopterus,Alestiidae,Characiformes,9.6,SL
Arothron_hispidus,Tetraodontidae,Tetraodontiformes,50,TL
Arothron_immaculatus,Tetraodontidae,Tetraodontiformes,30,TL
Arothron_manilensis,Tetraodontidae,Tetraodontiformes,31,TL
Arothron_mappa,Tetraodontidae,Tetraodontiformes,65,TL
Arothron_nigropunctatus,Tetraodontidae,Tetraodontiformes,33,TL
Arothron_stellatus,Tetraodontidae,Tetraodontiformes,120,TL
Arrhamphus_sclerolepis_sclerolepis,Hemiramphidae,Beloniformes,36,SL
Arripis_georgianus,Arripidae,Perciformes,41,FL
Arripis_trutta,Arripidae,Perciformes,89,TL
Arripis_truttacea,Arripidae,Perciformes,96,SL
Artedidraco_shackletoni,Artedidraconidae,Perciformes,14.6,TL
Artediellus_fuscimentus,Cottidae,Scorpaeniformes,6,SL
Artedius_corallinus,Cottidae,Scorpaeniformes,14,TL
Artedius_fenestralis,Cottidae,Scorpaeniformes,14,TL
Artedius_harringtoni,Cottidae,Scorpaeniformes,10,TL
Artedius_lateralis,Cottidae,Scorpaeniformes,14,TL
Artedius_notospilotus,Cottidae,Scorpaeniformes,25,TL
Aruma_histrio,Gobiidae,Perciformes,6.5,SL
Aseraggodes_kaianus,Soleidae,Pleuronectiformes,14,SL
Aseraggodes_kobensis,Soleidae,Pleuronectiformes,10,SL
Aspasma_minima,Gobiesocidae,Perciformes,5,SL
Aspidoparia_morar,Cyprinidae,Cypriniformes,17.5,TL
Aspidophoroides_monopterygius,Agonidae,Scorpaeniformes,18,TL
Aspidoras_albater,Callichthyidae,Siluriformes,3.6,SL
Aspidoras_depinnai,Callichthyidae,Siluriformes,3.3,SL
Aspidoras_eurycephalus,Callichthyidae,Siluriformes,3,SL
Aspidoras_fuscoguttatus,Callichthyidae,Siluriformes,3.8,SL
Aspidoras_microgalaeus,Callichthyidae,Siluriformes,3.3,SL
Aspidoras_pauciradiatus,Callichthyidae,Siluriformes,2.9,SL
Aspidoras_poecilus,Callichthyidae,Siluriformes,3.5,SL
Aspidoras_raimundi,Callichthyidae,Siluriformes,3.3,SL
Aspidoras_spilotus,Callichthyidae,Siluriformes,3.4,SL
Aspidoras_taurus,Callichthyidae,Siluriformes,5.4,SL
Aspiorhynchus_laticeps,Cyprinidae,Cypriniformes,61,SL
Aspistor_luniscutis,Ariidae,Siluriformes,120,TL
Aspistor_parkeri,Ariidae,Siluriformes,150,SL
Aspistor_quadriscutis,Ariidae,Siluriformes,50,TL
Aspitrigla_cuculus,Triglidae,Scorpaeniformes,50,TL
Aspius_aspius,Cyprinidae,Cypriniformes,100,TL
Aspius_vorax,Cyprinidae,Cypriniformes,NA,NA
Asprocottus_herzensteini,Abyssocottidae,Scorpaeniformes,11.5,TL
Asprocottus_korjakovi,Abyssocottidae,Scorpaeniformes,NA,NA
Asprocottus_platycephalus,Abyssocottidae,Scorpaeniformes,10.5,TL
Asprocottus_pulcher,Abyssocottidae,Scorpaeniformes,NA,NA
Assessor_flavissimus,Plesiopidae,Perciformes,5.5,TL
Assurger_anzac,Trichiuridae,Perciformes,250,SL
Astatoreochromis_alluaudi,Cichlidae,Perciformes,19,SL
Astatotilapia_bloyeti,Cichlidae,Perciformes,15,SL
Astatotilapia_burtoni,Cichlidae,Perciformes,15,SL
Astatotilapia_calliptera,Cichlidae,Perciformes,15,SL
Asterropteryx_semipunctata,Gobiidae,Perciformes,4,SL
Astrabe_flavimaculata,Gobiidae,Perciformes,3.1,SL
Astroblepus_sp,Astroblepidae,Siluriformes,NA,NA
Astronesthes_gemmifer,Stomiidae,Stomiiformes,17,SL
Astronotus_crassipinnis,Cichlidae,Perciformes,24,SL
Astronotus_ocellatus,Cichlidae,Perciformes,45.7,TL
Astyanacinus_sp,Characidae,Characiformes,NA,NA
Astyanax_aeneus,Characidae,Characiformes,7.5,SL
Astyanax_alburnus,Characidae,Characiformes,7.4,TL
Astyanax_bimaculatus,Characidae,Characiformes,17.5,TL
Astyanax_cremnobates,Characidae,Characiformes,8.9,SL
Astyanax_fasciatus,Characidae,Characiformes,16.8,TL
Astyanax_jordani,Characidae,Characiformes,10,TL
Astyanax_mexicanus,Characidae,Characiformes,12,TL
Astyanax_nasutus,Characidae,Characiformes,10,TL
Astyanax_nicaraguensis,Characidae,Characiformes,NA,NA
Astyanax_orthodus,Characidae,Characiformes,10,TL
Astyanax_scabripinnis,Characidae,Characiformes,7.8,SL
Ataeniobius_toweri,Goodeidae,Cyprinodontiformes,7,TL
Ataxolepis_apus,Megalomycteridae,Stephanoberyciformes,4.5,SL
Ateleopus_japonicus,Ateleopodidae,Ateleopodiformes,95,SL
Ateleopus_purpureus,Ateleopodidae,Ateleopodiformes,70,TL
Ateleopus_tanabensis,Ateleopodidae,Ateleopodiformes,NA,NA
Atheresthes_evermanni,Pleuronectidae,Pleuronectiformes,100,SL
Atheresthes_stomias,Pleuronectidae,Pleuronectiformes,84,TL
Atherina_boyeri,Atherinidae,Atheriniformes,20,TL
Atherina_hepsetus,Atherinidae,Atheriniformes,20,TL
Atherina_presbyter,Atherinidae,Atheriniformes,20,TL
Atherinason_hepsetoides,Atherinidae,Atheriniformes,NA,NA
Atherinella_panamensis,Atherinopsidae,Atheriniformes,11,TL
Atherinomorus_endrachtensis,Atherinidae,Atheriniformes,9,SL
Atherinomorus_lacunosus,Atherinidae,Atheriniformes,25,TL
Atherinomorus_stipes,Atherinidae,Atheriniformes,10,TL
Atherinomorus_vaigiensis,Atherinidae,Atheriniformes,17,TL
Atherinops_affinis,Atherinopsidae,Atheriniformes,37,TL
Atherinosoma_elongata,Atherinidae,Atheriniformes,NA,NA
Atherinosoma_microstoma,Atherinidae,Atheriniformes,NA,NA
Atherion_elymus,Atherinidae,Atheriniformes,5,TL
Atopochilus_savorgnani,Mochokidae,Siluriformes,9,SL
Atractoscion_aequidens,Sciaenidae,Perciformes,130,TL
Atractoscion_nobilis,Sciaenidae,Perciformes,166,TL
Atractosteus_spatula,Lepisosteidae,Semionotiformes,305,OT
Atractosteus_tristoechus,Lepisosteidae,Semionotiformes,200,TL
Atractosteus_tropicus,Lepisosteidae,Semionotiformes,125,TL
Atropus_atropos,Carangidae,Perciformes,26.5,TL
Atule_mate,Carangidae,Perciformes,30,TL
Atypichthys_latus,Kyphosidae,Perciformes,30,SL
Atypichthys_strigatus,Kyphosidae,Perciformes,NA,NA
Auchenionchus_microcirrhis,Labrisomidae,Perciformes,22.2,TL
Auchenipterichthys_thoracatus,Auchenipteridae,Siluriformes,11,TL
Auchenipterus_demerarae,Auchenipteridae,Siluriformes,10.3,SL
Auchenoglanis_sp,Bagridae,Siluriformes,NA,NA
Aulichthys_japonicus,Aulorhynchidae,Gasterosteiformes,12.8,SL
Aulonocara_stuartgranti,Cichlidae,Perciformes,11.8,TL
Aulonocranus_dewindti,Cichlidae,Perciformes,14,TL
Aulopus_sp,Aulopidae,Aulopiformes,NA,NA
Aulopyge_huegelii,Cyprinidae,Cypriniformes,20,SL
Aulorhynchus_flavidus,Aulorhynchidae,Gasterosteiformes,18,TL
Aulostomus_chinensis,Aulostomidae,Syngnathiformes,80,TL
Aulostomus_maculatus,Aulostomidae,Syngnathiformes,100,TL
Aulotrachichthys_prosthemius,Trachichthyidae,Beryciformes,6.1,SL
Australoheros_facetus,Cichlidae,Perciformes,19.3,SL
Australoheros_scitulus,Cichlidae,Perciformes,8.9,SL
Australoheros_tembe,Cichlidae,Perciformes,NA,NA
Austrofundulus_transilis,Rivulidae,Cyprinodontiformes,10,TL
Austroglossus_pectoralis,Soleidae,Pleuronectiformes,60,TL
Austrolabrus_maculatus,Labridae,Perciformes,12.6,SL
Austrolycus_depressiceps,Zoarcidae,Perciformes,57,TL
Auxis_rochei_rochei,Scombridae,Perciformes,50,FL
Auxis_thazard_thazard,Scombridae,Perciformes,65,FL
Avocettina_infans,Nemichthyidae,Anguilliformes,74.5,TL
Awaous_guamensis,Gobiidae,Perciformes,24.5,SL
Aztecula_sallaei,Cyprinidae,Cypriniformes,NA,NA
Azurina_hirundo,Pomacentridae,Perciformes,14,SL
Babka_gymnotrachelus,Gobiidae,Perciformes,NA,NA
Badis_assamensis,Nandidae,Perciformes,6.8,SL
Badis_badis,Nandidae,Perciformes,8,TL
Badis_blosyrus,Nandidae,Perciformes,3.4,SL
Badis_corycaeus,Nandidae,Perciformes,3.5,SL
Badis_kanabos,Nandidae,Perciformes,3.4,SL
Badis_khwae,Nandidae,Perciformes,2.9,SL
Badis_kyar,Nandidae,Perciformes,3.8,SL
Badis_pyema,Nandidae,Perciformes,4.1,SL
Badis_ruber,Nandidae,Perciformes,5,SL
Badis_siamensis,Nandidae,Perciformes,3.9,SL
Bagarius_bagarius,Sisoridae,Siluriformes,200,TL
Bagarius_yarrelli,Sisoridae,Siluriformes,200,SL
Bagre_bagre,Ariidae,Siluriformes,55,TL
Bagre_marinus,Ariidae,Siluriformes,69,TL
Bagre_panamensis,Ariidae,Siluriformes,38,TL
Bagre_pinnimaculatus,Ariidae,Siluriformes,95,TL
Bagrichthys_macropterus,Bagridae,Siluriformes,30,TL
Bagrus_docmak,Bagridae,Siluriformes,127,NULL
Baileychromis_centropomoides,Cichlidae,Perciformes,16.8,TL
Bairdiella_armata,Sciaenidae,Perciformes,30,TL
Bairdiella_chrysoura,Sciaenidae,Perciformes,30,TL
Bairdiella_ronchus,Sciaenidae,Perciformes,35,TL
Balantiocheilos_melanopterus,Cyprinidae,Cypriniformes,35,SL
Balistapus_undulatus,Balistidae,Tetraodontiformes,30,TL
Balistes_capriscus,Balistidae,Tetraodontiformes,60,TL
Balistes_polylepis,Balistidae,Tetraodontiformes,76,TL
Balistes_punctatus,Balistidae,Tetraodontiformes,60,TL
Balistes_vetula,Balistidae,Tetraodontiformes,60,TL
Balistoides_conspicillum,Balistidae,Tetraodontiformes,50,TL
Balistoides_viridescens,Balistidae,Tetraodontiformes,75,TL
Balitora_annamitica,Balitoridae,Cypriniformes,12,TL
Balitora_elongata,Balitoridae,Cypriniformes,6.2,SL
Ballerus_ballerus,Cyprinidae,Cypriniformes,40,SL
Ballerus_sapa,Cyprinidae,Cypriniformes,35,TL
Bangana_ariza,Cyprinidae,Cypriniformes,30,SL
Bangana_behri,Cyprinidae,Cypriniformes,60,TL
Bangana_lemassoni,Cyprinidae,Cypriniformes,30,SL
Bangana_lippus,Cyprinidae,Cypriniformes,28.4,SL
Bangana_pierrei,Cyprinidae,Cypriniformes,80,SL
Bangana_tonkinensis,Cyprinidae,Cypriniformes,NA,NA
Banjos_banjos,Banjosidae,Perciformes,20,SL
Barbatula_barbatula,Balitoridae,Cypriniformes,21,TL
Barbatula_nuda,Balitoridae,Cypriniformes,22,TL
Barbodes_sp,Cyprinidae,Cypriniformes,NA,NA
Barboides_britzi,Cyprinidae,Cypriniformes,1.3,SL
Barbonymus_collingwoodii,Cyprinidae,Cypriniformes,21.5,TL
Barbonymus_gonionotus,Cyprinidae,Cypriniformes,40.5,TL
Barbonymus_schwanenfeldii,Cyprinidae,Cypriniformes,35,SL
Barbourisia_rufa,Barbourisiidae,Stephanoberyciformes,39,TL
Barbucca_diabolica,Balitoridae,Cypriniformes,2.3,SL
Barbulifer_ceuthoecus,Gobiidae,Perciformes,3,TL
Barbus_ablabes,Cyprinidae,Cypriniformes,9.6,SL
Barbus_albanicus,Cyprinidae,Cypriniformes,60,TL
Barbus_andrewi,Cyprinidae,Cypriniformes,60,SL
Barbus_anoplus,Cyprinidae,Cypriniformes,10,SL
Barbus_balcanicus,Cyprinidae,Cypriniformes,17.5,SL
Barbus_barbus,Cyprinidae,Cypriniformes,120,TL
Barbus_bigornei,Cyprinidae,Cypriniformes,11.4,SL
Barbus_borysthenicus,Cyprinidae,Cypriniformes,NA,NA
Barbus_bynni_bynni,Cyprinidae,Cypriniformes,82,TL
Barbus_bynni_occidentalis,Cyprinidae,Cypriniformes,6.5,SL
Barbus_cadenati,Cyprinidae,Cypriniformes,7.1,SL
Barbus_calidus,Cyprinidae,Cypriniformes,8.2,SL
Barbus_callensis,Cyprinidae,Cypriniformes,30,TL
Barbus_callipterus,Cyprinidae,Cypriniformes,8,TL
Barbus_caninus,Cyprinidae,Cypriniformes,25,SL
Barbus_ciscaucasicus,Cyprinidae,Cypriniformes,50,SL
Barbus_cyclolepis,Cyprinidae,Cypriniformes,30,TL
Barbus_erubescens,Cyprinidae,Cypriniformes,9.5,SL
Barbus_ethiopicus,Cyprinidae,Cypriniformes,25.8,SL
Barbus_euboicus,Cyprinidae,Cypriniformes,18,SL
Barbus_fasciolatus,Cyprinidae,Cypriniformes,6,SL
Barbus_fritschii,Cyprinidae,Cypriniformes,18,TL
Barbus_gruveli,Cyprinidae,Cypriniformes,28,TL
Barbus_grypus,Cyprinidae,Cypriniformes,NA,NA
Barbus_guineensis,Cyprinidae,Cypriniformes,11.7,SL
Barbus_gurneyi,Cyprinidae,Cypriniformes,10,SL
Barbus_haasi,Cyprinidae,Cypriniformes,30,TL
Barbus_harterti,Cyprinidae,Cypriniformes,28.5,TL
Barbus_humilis,Cyprinidae,Cypriniformes,5.6,TL
Barbus_kerstenii,Cyprinidae,Cypriniformes,9,SL
Barbus_lacerta,Cyprinidae,Cypriniformes,37.5,TL
Barbus_leonensis,Cyprinidae,Cypriniformes,3.3,SL
Barbus_longiceps,Cyprinidae,Cypriniformes,50,TL
Barbus_macrops,Cyprinidae,Cypriniformes,9.8,SL
Barbus_mattozi,Cyprinidae,Cypriniformes,40,SL
Barbus_meridionalis,Cyprinidae,Cypriniformes,27,SL
Barbus_motebensis,Cyprinidae,Cypriniformes,8,SL
Barbus_nasus,Cyprinidae,Cypriniformes,21,TL
